1.560	0.011
1.570	0.001
1.580	-0.009
1.590	-0.019
1.600	-0.029
1.610	-0.039
1.620	-0.049
1.630	-0.059
1.640	-0.069
1.650	-0.079
1.660	-0.089
1.670	-0.099
1.680	-0.109
1.690	-0.119
1.700	-0.129
1.710	-0.139
1.720	-0.149
1.730	-0.159
1.740	-0.168
1.750	-0.178
1.760	-0.188
1.770	-0.198
1.780	-0.208
1.790	-0.217
1.800	-0.227
1.810	-0.237
1.820	-0.247
1.830	-0.256
1.840	-0.266
1.850	-0.276
1.860	-0.285
1.870	-0.295
1.880	-0.304
1.890	-0.314
1.900	-0.323
1.910	-0.333
1.920	-0.342
1.930	-0.352
1.940	-0.361
1.950	-0.370
1.960	-0.379
1.970	-0.389
1.980	-0.398
1.990	-0.407
2.000	-0.416
2.010	-0.425
2.020	-0.434
2.030	-0.443
2.040	-0.452
2.050	-0.461
2.060	-0.470
2.070	-0.479
2.080	-0.487
2.090	-0.496
2.100	-0.505
2.110	-0.513
2.120	-0.522
2.130	-0.531
2.140	-0.539
2.150	-0.547
2.160	-0.556
2.170	-0.564
2.180	-0.572
2.190	-0.580
2.200	-0.589
2.210	-0.597
2.220	-0.605
2.230	-0.612
2.240	-0.620
2.250	-0.628
2.260	-0.636
2.270	-0.644
2.280	-0.651
2.290	-0.659
2.300	-0.666
2.310	-0.674
2.320	-0.681
2.330	-0.688
2.340	-0.696
2.350	-0.703
2.360	-0.710
2.370	-0.717
2.380	-0.724
2.390	-0.731
2.400	-0.737
2.410	-0.744
2.420	-0.751
2.430	-0.757
2.440	-0.764
2.450	-0.770
2.460	-0.777
2.470	-0.783
2.480	-0.789
2.490	-0.795
2.500	-0.801
2.510	-0.807
2.520	-0.813
2.530	-0.819
2.540	-0.824
2.550	-0.830
2.560	-0.836
2.570	-0.841
2.580	-0.846
2.590	-0.852
2.600	-0.857
2.610	-0.862
2.620	-0.867
2.630	-0.872
2.640	-0.877
2.650	-0.882
2.660	-0.886
2.670	-0.891
2.680	-0.895
2.690	-0.900
2.700	-0.904
2.710	-0.908
2.720	-0.912
2.730	-0.916
2.740	-0.920
2.750	-0.924
2.760	-0.928
2.770	-0.932
2.780	-0.935
2.790	-0.939
2.800	-0.942
2.810	-0.946
2.820	-0.949
2.830	-0.952
2.840	-0.955
2.850	-0.958
2.860	-0.961
2.870	-0.963
2.880	-0.966
2.890	-0.969
2.900	-0.971
2.910	-0.973
2.920	-0.976
2.930	-0.978
2.940	-0.980
2.950	-0.982
2.960	-0.984
2.970	-0.985
2.980	-0.987
2.990	-0.989
3.000	-0.990
3.010	-0.991
3.020	-0.993
3.030	-0.994
3.040	-0.995
3.050	-0.996
3.060	-0.997
3.070	-0.997
3.080	-0.998
3.090	-0.999
3.100	-0.999
3.110	-1.000
3.120	-1.000
3.130	-1.000
3.140	-1.000
3.150	-1.000
3.160	-1.000
3.170	-1.000
3.180	-0.999
3.190	-0.999
3.200	-0.998
3.210	-0.998
3.220	-0.997
3.230	-0.996
3.240	-0.995
3.250	-0.994
3.260	-0.993
3.270	-0.992
3.280	-0.990
3.290	-0.989
3.300	-0.987
3.310	-0.986
3.320	-0.984
3.330	-0.982
3.340	-0.980
3.350	-0.978
3.360	-0.976
3.370	-0.974
3.380	-0.972
3.390	-0.969
3.400	-0.967
3.410	-0.964
3.420	-0.961
3.430	-0.959
3.440	-0.956
3.450	-0.953
3.460	-0.950
3.470	-0.947
3.480	-0.943
3.490	-0.940
3.500	-0.936
3.510	-0.933
3.520	-0.929
3.530	-0.926
3.540	-0.922
3.550	-0.918
3.560	-0.914
3.570	-0.910
3.580	-0.905
3.590	-0.901
3.600	-0.897
3.610	-0.892
3.620	-0.888
3.630	-0.883
3.640	-0.878
3.650	-0.874
3.660	-0.869
3.670	-0.864
3.680	-0.859
3.690	-0.853
3.700	-0.848
3.710	-0.843
3.720	-0.837
3.730	-0.832
3.740	-0.826
3.750	-0.821
3.760	-0.815
3.770	-0.809
3.780	-0.803
3.790	-0.797
3.800	-0.791
3.810	-0.785
3.820	-0.779
3.830	-0.772
3.840	-0.766
3.850	-0.759
3.860	-0.753
3.870	-0.746
3.880	-0.740
3.890	-0.733
3.900	-0.726
3.910	-0.719
3.920	-0.712
3.930	-0.705
3.940	-0.698
3.950	-0.691
3.960	-0.683
3.970	-0.676
3.980	-0.669
3.990	-0.661
4.000	-0.654
4.010	-0.646
4.020	-0.638
4.030	-0.631
4.040	-0.623
4.050	-0.615
4.060	-0.607
4.070	-0.599
4.080	-0.591
4.090	-0.583
4.100	-0.575
4.110	-0.567
4.120	-0.558
4.130	-0.550
4.140	-0.542
4.150	-0.533
4.160	-0.525
4.170	-0.516
4.180	-0.508
4.190	-0.499
4.200	-0.490
4.210	-0.482
4.220	-0.473
4.230	-0.464
4.240	-0.455
4.250	-0.446
4.260	-0.437
4.270	-0.428
4.280	-0.419
4.290	-0.410
4.300	-0.401
4.310	-0.392
4.320	-0.382
4.330	-0.373
4.340	-0.364
4.350	-0.355
4.360	-0.345
4.370	-0.336
4.380	-0.326
4.390	-0.317
4.400	-0.307
4.410	-0.298
4.420	-0.288
4.430	-0.279
4.440	-0.269
4.450	-0.259
4.460	-0.250
4.470	-0.240
4.480	-0.230
4.490	-0.221
4.500	-0.211
4.510	-0.201
4.520	-0.191
4.530	-0.181
4.540	-0.172
4.550	-0.162
4.560	-0.152
4.570	-0.142
4.580	-0.132
4.590	-0.122
4.600	-0.112
4.610	-0.102
4.620	-0.092
4.630	-0.082
4.640	-0.072
4.650	-0.062
4.660	-0.052
4.670	-0.042
4.680	-0.032
4.690	-0.022
4.700	-0.012
4.710	-0.002
4.720	0.008
4.730	0.018
4.740	0.028
4.750	0.038
4.760	0.048
4.770	0.058
4.780	0.068
4.790	0.078
4.800	0.087
4.810	0.097
4.820	0.107
4.830	0.117
4.840	0.127
4.850	0.137
4.860	0.147
4.870	0.157
4.880	0.167
4.890	0.177
4.900	0.187
4.910	0.196
4.920	0.206
4.930	0.216
4.940	0.226
4.950	0.235
4.960	0.245
4.970	0.255
4.980	0.264
4.990	0.274
5.000	0.284
5.010	0.293
5.020	0.303
5.030	0.312
5.040	0.322
5.050	0.331
5.060	0.341
5.070	0.350
5.080	0.359
5.090	0.369
5.100	0.378
5.110	0.387
5.120	0.396
5.130	0.406
5.140	0.415
5.150	0.424
5.160	0.433
5.170	0.442
5.180	0.451
5.190	0.460
5.200	0.469
5.210	0.477
5.220	0.486
5.230	0.495
5.240	0.503
5.250	0.512
5.260	0.521
5.270	0.529
5.280	0.538
5.290	0.546
5.300	0.554
5.310	0.563
5.320	0.571
5.330	0.579
5.340	0.587
5.350	0.595
5.360	0.603
5.370	0.611
5.380	0.619
5.390	0.627
5.400	0.635
5.410	0.642
5.420	0.650
5.430	0.658
5.440	0.665
5.450	0.673
5.460	0.680
5.470	0.687
5.480	0.694
5.490	0.702
5.500	0.709
5.510	0.716
5.520	0.723
5.530	0.730
5.540	0.736
5.550	0.743
5.560	0.750
5.570	0.756
5.580	0.763
5.590	0.769
5.600	0.776
5.610	0.782
5.620	0.788
5.630	0.794
5.640	0.800
5.650	0.806
5.660	0.812
5.670	0.818
5.680	0.824
5.690	0.829
5.700	0.835
5.710	0.840
5.720	0.846
5.730	0.851
5.740	0.856
5.750	0.861
5.760	0.866
5.770	0.871
5.780	0.876
5.790	0.881
5.800	0.886
5.810	0.890
5.820	0.895
5.830	0.899
5.840	0.903
5.850	0.908
5.860	0.912
5.870	0.916
5.880	0.920
5.890	0.924
5.900	0.927
5.910	0.931
5.920	0.935
5.930	0.938
5.940	0.942
5.950	0.945
5.960	0.948
5.970	0.951
5.980	0.954
5.990	0.957
